FAMID,cbmom_1,cbmom_2,cbmom_3,cbmom_4,cbmom_5,cbdad_1,cbdad_2,cbdad_3,cbdad_4,cbdad_5,DID31_21,DID15_21,DID27_21,DID33_21,LDS01_21,LDS02_21,LDS03_21,LDS04_21,LDS05_21,LDS06_21,LDS07_21,LDS08_21,LDS09_21,LDS10_21,LDS11_21,LDS12_21,LDS13_21,LDS14_21,LDS15_21,PSS01R_21,PSS02_21,PSS03_21,PSS04R_21,SEX2,purpose_21,stress_21,lifesat_21,MEDUC2,MPEDUC2
1295,NA,NA,NA,NA,1,NA,NA,NA,NA,2,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,4,5,5,4,5,5,5,5,1,5,5,4.666666667,6,5
1296,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,1,4,2,4,5,0,4,0,3,4,5,5,5,2,3,5,4,0,2,5,4,1,1,2.25,3,3.266666667,4,4
1297,NA,NA,NA,NA,1,NA,NA,NA,NA,0,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,4,4,3,5,4,4,4,4,1,4,4,4.666666667,6,6
1298,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,2,4.5,5,4.866666667,6,7
1299,NA,NA,1,3,2,NA,NA,0,3,0,4,4,4,4,4,4,5,5,2,5,5,5,5,5,5,0,2,3,2,4,4,4,4,2,4,4,3.8,3,5
1300,NA,2,2,2,0,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,1
1301,NA,NA,1,0,0,NA,NA,2,0,0,4,3,4,4,5,5,4,5,3,4,4,5,3,5,5,2,5,4,2,4,4,4,3,2,3.75,3.75,4.066666667,7,5
1324,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1
1325,NA,NA,NA,NA,3,NA,NA,NA,NA,4,3,3,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,2,2,2,2,2,1,2,3.25,1.75,3.8,1,NA
1326,NA,NA,2,3,3,NA,NA,2,3,4,4,4,3,4,5,5,4,4,3,5,4,2,4,5,4,4,4,1,3,3,5,3,3,1,3.75,3.5,3.8,3,5
1327,3,0,2,0,1,3,0,2,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,1
1328,1,0,0,1,1,1,0,0,0,1,4,4,4,5,4,4,5,4,5,3,4,4,2,5,5,2,5,5,5,4,5,4,5,2,4.25,4.5,4.133333333,3,3
1329,NA,NA,NA,2,0,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA
1330,3,3,3,1,3,0,3,4,1,2,1,1,1,1,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,4,4,2,5,1,1,3.75,2.8,1,2
1331,NA,NA,NA,3,1,NA,NA,NA,3,0,5,4,4,5,5,5,5,5,1,5,3,5,3,3,5,3,2,1,1,5,5,3,3,1,4.5,4,3.466666667,3,NA
1332,NA,0,0,0,1,NA,0,0,0,1,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,2,3,4,5,4,4,1,5,4.25,4.4,6,7
1333,2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1334,NA,NA,NA,NA,2,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,5,4.5,5,6,NA
1335,NA,NA,NA,2,3,NA,NA,NA,1,3,3,3,4,3,4,4,5,0,3,5,4,4,3,3,4,4,3,3,1,5,4,3,2,2,3.25,3.5,3.333333333,2,NA
1337,NA,NA,NA,2,3,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA
1338,NA,NA,NA,3,1,NA,NA,NA,3,1,4,4,4,4,4,4,4,4,4,4,3,4,5,5,3,3,3,2,2,4,3,3,2,1,4,3,3.6,2,5
1339,NA,3,2,3,2,NA,1,2,3,3,4,5,4,4,2,3,2,4,4,4,2,3,2,2,4,3,3,3,3,3,2,2,2,1,4.25,2.25,2.933333333,7,7
1340,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1341,NA,NA,NA,3,3,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,2
1342,NA,NA,NA,NA,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA
1343,NA,NA,NA,1,0,NA,NA,NA,1,0,4,3,4,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,1,3.75,4,4.866666667,3,5
1344,NA,NA,NA,1,0,NA,NA,NA,1,0,4,3,5,3,4,4,5,4,3,5,4,2,3,4,2,5,4,4,3,4,5,4,4,1,3.75,4.25,3.733333333,5,4
1345,NA,NA,NA,2,1,NA,NA,NA,1,1,5,4,3,3,3,3,4,4,2,5,3,2,3,3,4,5,5,2,4,3,5,3,3,1,3.75,3.5,3.466666667,3,7
1346,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,3
1347,NA,NA,4,5,0,NA,NA,4,3,2,2,3,3,2,4,4,3,3,4,4,3,NA,2,3,2,4,4,1,3,3,3,2,3,1,2.5,2.75,3.142857143,2,2
1348,NA,NA,2,2,1,NA,NA,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,6
1349,NA,NA,2,1,0,NA,NA,0,1,0,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,2,4.25,4.75,4.933333333,2,6
1350,NA,NA,2,3,1,NA,NA,2,3,1,4,4,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,3,3,2,4,4,3,2,4.25,3.25,4.466666667,6,7
1351,NA,NA,NA,2,0,NA,NA,NA,2,1,4,4,4,4,5,4,4,5,2,3,5,4,4,5,5,5,4,4,3,4,5,5,5,2,4,4.75,4.133333333,3,3
1352,NA,NA,1,1,0,NA,NA,1,0,0,5,4,5,2,5,5,4,4,3,4,5,4,4,4,4,4,5,4,4,4,4,4,4,2,4,4,4.2,3,5
1353,2,0,2,2,1,4,0,1,1,0,5,5,3,4,5,5,4,5,3,5,5,4,4,5,5,4,5,5,4,4,5,5,4,2,4.25,4.5,4.533333333,3,6
1354,NA,NA,NA,1,2,NA,NA,NA,0,2,4,4,4,4,5,5,5,5,5,5,5,5,3,3,4,3,4,4,4,4,3,3,3,2,4,3.25,4.333333333,3,NA
1355,NA,3,3,2,4,NA,0,NA,1,NA,3,2,4,3,4,4,3,3,4,3,3,4,4,3,3,4,3,2,3,4,4,3,3,1,3,3.5,3.333333333,4,NA
1356,NA,NA,NA,1,0,NA,NA,NA,1,0,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,4,1,5,5,4,2,5,3.75,4.6,3,NA
1357,NA,NA,0,1,0,NA,NA,0,0,0,5,4,5,4,3,3,4,5,4,5,5,4,5,5,5,5,4,4,3,4,4,4,4,2,4.5,4,4.266666667,3,NA
1358,1,1,0,3,3,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1359,NA,NA,NA,6,1,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA
1360,NA,NA,NA,NA,1,NA,NA,NA,NA,1,4,2,2,2,4,4,4,4,4,4,5,4,4,4,4,4,5,3,5,5,5,4,5,1,2.5,4.75,4.133333333,3,3
1361,NA,1,0,3,3,NA,0,0,3,3,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,3,2,4.25,3.25,5,3,3
1362,1,1,0,2,1,1,0,0,1,2,4,3,4,4,4,4,2,3,3,3,3,2,3,4,4,4,5,4,2,3,4,3,3,2,3.75,3.25,3.333333333,6,4
1363,1,3,2,0,1,0,3,NA,0,1,4,4,4,4,3,3,3,4,2,1,5,5,5,5,5,5,5,0,0,5,1,5,5,1,4,4,3.4,3,NA
1364,2,3,1,6,1,1,2,2,7,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,5,1,3,3,3,2,3
1365,2,1,1,0,0,2,1,0,0,0,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,0,4,0,3,5,5,5,4,2,5,4.75,4,3,2
1366,3,5,5,1,1,2,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA
1367,NA,0,0,0,2,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,6
1368,NA,0,1,3,2,NA,0,3,3,2,5,4,4,4,5,5,5,5,2,5,5,4,4,4,5,2,2,3,3,5,5,3,4,2,4.25,4.25,3.933333333,3,2
1369,NA,0,0,0,2,NA,2,4,0,0,4,4,4,4,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,4.666666667,3,5
1371,NA,0,0,0,0,NA,0,0,0,1,4,4,4,3,4,4,3,4,3,5,5,5,4,5,4,3,3,2,3,5,5,4,4,2,3.75,4.5,3.8,4,3
1372,NA,NA,2,1,1,NA,NA,0,0,0,4,2,4,4,5,5,5,5,2,4,5,5,5,5,5,4,3,4,2,4,5,5,5,1,3.5,4.75,4.266666667,3,NA
1373,NA,NA,1,1,0,NA,NA,1,1,0,4,4,4,4,5,5,4,5,5,5,5,5,4,5,5,5,5,3,5,4,4,3,4,2,4,3.75,4.733333333,2,2
1374,NA,NA,NA,NA,0,NA,NA,NA,1,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,2,4.25,5,4.8,2,1
1375,NA,NA,NA,NA,2,NA,NA,NA,NA,2,4,3,4,2,5,5,5,4,1,5,4,1,5,5,5,5,4,1,2,4,4,3,3,2,3.25,3.5,3.8,3,5
1376,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3
1378,NA,NA,NA,NA,2,NA,NA,NA,NA,1,4,4,3,3,5,4,5,5,4,5,5,5,5,5,4,5,5,3,4,4,5,4,5,2,3.5,4.5,4.6,3,3
1379,NA,NA,NA,NA,3,NA,NA,NA,NA,3,4,3,4,4,5,5,3,3,4,4,4,3,4,4,5,4,4,2,4,5,1,3,3,2,3.75,3,3.866666667,6,1
1380,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1381,NA,NA,1,2,2,NA,NA,2,1,0,4,4,4,4,5,5,5,5,2,3,3,5,4,4,5,4,3,2,2,4,3,3,2,2,4,3,3.8,3,7
1382,NA,NA,NA,NA,3,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,2,5,4,5,4,4,1,5,4.25,4.666666667,4,4
1383,NA,NA,NA,NA,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1384,1,0,0,1,2,2,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,3
1385,NA,NA,NA,NA,4,NA,NA,NA,NA,4,4,3,3,3,5,1,3,3,3,5,4,4,5,5,4,4,4,2,5,5,1,1,5,1,3.25,3,3.8,1,1
1386,NA,NA,NA,NA,6,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA
1387,NA,1,0,1,2,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,6
1388,NA,NA,NA,0,0,NA,NA,NA,0,0,3,3,3,3,4,5,2,2,4,5,4,3,3,2,3,5,5,3,4,3,4,3,4,1,3,3.5,3.6,5,3
1390,NA,NA,0,0,2,NA,NA,0,0,2,5,4,5,3,4,4,4,5,4,5,4,4,5,5,3,4,5,2,4,4,5,4,4,1,4.25,4.25,4.133333333,6,7
1391,NA,NA,NA,NA,2,NA,NA,NA,NA,1,5,4,5,4,5,5,5,3,2,1,4,5,0,5,5,5,2,5,3,5,5,5,5,1,4.5,5,3.666666667,NA,NA
1392,NA,2,1,1,1,NA,2,1,1,1,5,5,5,5,3,3,0,0,3,5,4,3,3,5,5,5,5,5,3,5,5,4,5,2,5,4.75,3.466666667,5,2
1393,2,2,2,NA,2,3,2,3,NA,3,4,4,4,4,4,4,3,3,4,5,5,4,5,5,5,5,5,4,4,3,4,4,3,1,4,3.5,4.333333333,2,3
1394,0,0,0,1,2,0,0,NA,1,1,4,4,5,4,5,5,5,5,4,5,4,4,4,4,5,4,4,4,4,3,4,4,4,2,4.25,3.75,4.4,2,NA
1395,NA,NA,3,3,NA,NA,NA,4,NA,NA,4,4,2,3,2,2,1,2,5,3,4,1,2,1,5,0,4,1,4,3,3,3,3,1,3.25,3,2.466666667,4,NA
1396,NA,NA,NA,1,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,7
1397,NA,NA,NA,1,0,NA,NA,NA,1,0,4,5,3,3,3,3,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,3,1,3.75,3.75,4.6,6,2
1398,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1399,NA,NA,1,1,1,NA,NA,0,1,2,4,4,4,3,5,5,4,4,5,5,4,4,4,5,5,4,4,3,4,4,5,4,4,1,3.75,4.25,4.333333333,3,3
1400,NA,0,0,1,0,NA,0,0,0,0,4,3,3,4,2,2,5,5,4,5,5,4,5,5,5,2,5,5,4,4,3,4,3,2,3.5,3.5,4.2,5,5
1401,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,3,2,4,2,3,4,2,2,2,4,3,3,5,2,0,2,2,2,3,3,2,3,1,3.25,2.75,2.533333333,2,NA
1402,NA,NA,NA,NA,7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1403,2,0,0,2,NA,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1
1404,NA,NA,NA,3,4,NA,NA,NA,3,3,3,4,3,3,4,4,2,3,4,5,3,4,2,2,5,4,3,1,4,4,4,5,4,1,3.25,4.25,3.333333333,5,5
1405,NA,2,2,1,2,NA,4,NA,NA,NA,4,4,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,5,5,4,5,1,4,4.75,4.733333333,3,NA
1406,NA,NA,1,2,0,NA,NA,2,1,0,5,3,3,5,4,5,2,3,3,1,3,5,5,5,5,3,5,3,3,5,4,4,4,2,4,4.25,3.666666667,2,2
1407,NA,2,2,6,2,NA,NA,0,3,NA,5,5,5,5,4,4,0,4,5,3,4,5,5,5,2,2,4,1,3,5,4,5,4,1,5,4.5,3.4,4,1
1408,NA,NA,NA,2,1,NA,NA,NA,1,0,4,4,3,3,5,5,4,4,4,5,4,2,4,3,4,3,4,3,3,4,4,4,3,1,3.5,3.75,3.8,4,4
1409,2,NA,NA,2,NA,NA,NA,NA,1,NA,5,5,5,5,4,5,4,5,5,5,5,2,5,5,5,0,4,2,5,3,4,5,4,NA,5,4,4.066666667,2,NA
1410,NA,1,2,2,2,NA,3,3,2,2,4,4,4,3,2,1,3,4,5,2,4,5,5,1,3,3,3,1,3,2,3,3,3,1,3.75,2.75,3,7,5
1411,NA,NA,NA,1,NA,NA,NA,NA,1,NA,4,3,3,4,4,5,5,5,4,5,3,2,3,3,4,5,4,3,4,3,4,4,3,NA,3.5,3.5,3.933333333,NA,NA
1412,NA,NA,0,1,0,NA,NA,0,1,0,3,1,3,2,4,4,4,4,3,4,5,4,5,5,5,5,4,3,3,3,4,4,4,2,2.25,3.75,4.133333333,1,NA
1413,0,0,NA,3,3,0,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,3
1414,1,3,2,3,5,2,3,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2
1415,NA,2,2,1,1,NA,0,0,0,0,3,4,1,1,5,5,2,5,5,4,3,4,2,2,5,3,4,2,0,5,4,3,2,1,2.25,3.5,3.4,7,7
1416,NA,NA,NA,2,3,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA
1417,NA,NA,0,1,0,NA,NA,0,1,0,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,0,5,5,5,4,5,5,4,1,5,4.5,4.4,2,3
1418,NA,NA,1,2,1,NA,NA,1,1,0,4,5,3,2,5,5,4,4,4,3,5,5,5,5,4,0,4,2,3,2,4,3,3,1,3.5,3,3.866666667,2,NA
1419,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1420,NA,NA,1,2,2,NA,NA,1,2,2,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,3,4,2,4,4,4.866666667,5,NA
1421,NA,2,0,0,0,NA,2,2,0,0,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3.75,5,5,6,6
1422,NA,NA,NA,NA,1,NA,NA,NA,NA,0,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,4,4,4,2,3.25,4.25,4.6,7,3
1423,3,1,1,2,1,1,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,3
1424,1,1,1,3,1,2,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA
1425,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1426,NA,NA,NA,2,3,NA,NA,NA,3,NA,4,4,4,4,5,5,0,5,5,0,5,5,5,5,5,5,5,3,5,5,1,4,5,2,4,3.75,4.2,1,NA
1427,NA,NA,NA,1,2,NA,NA,NA,1,1,4,3,3,3,4,4,2,4,5,5,5,5,5,5,4,5,5,2,5,4,5,3,4,1,3.25,4,4.333333333,2,NA
1428,2,1,0,1,0,2,1,0,1,0,4,4,4,3,4,4,3,5,5,5,5,4,4,4,5,5,4,4,4,4,4,4,4,2,3.75,4,4.333333333,6,6
1429,2,0,1,0,2,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2
1430,NA,1,0,1,1,NA,1,1,0,1,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,4,3,5,5,4,5,1,5,4.75,4.533333333,6,7
1431,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,NA,5,4.933333333,5,3
1432,2,1,0,2,4,2,2,3,2,1,4,4,4,4,2,2,3,3,3,4,3,4,2,3,3,3,3,2,3,3,3,3,4,2,4,3.25,2.866666667,6,2
1433,NA,NA,1,2,2,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,6
1434,NA,NA,0,0,1,NA,NA,3,0,1,3,4,3,3,5,5,0,4,5,5,5,4,5,4,4,4,5,2,4,5,5,3,4,1,3.25,4.25,4.066666667,4,NA
1435,NA,NA,0,3,2,NA,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,6
1436,NA,NA,NA,1,1,NA,NA,NA,1,1,4,4,4,3,5,5,5,4,5,4,5,4,4,5,5,5,5,4,5,5,5,4,5,2,3.75,4.75,4.666666667,5,6
1437,0,0,0,3,3,1,0,0,4,2,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,4,4,1,4,4.25,4.333333333,6,2
1438,3,1,0,2,1,4,1,0,1,1,3,3,2,3,4,4,4,3,4,2,4,2,5,3,2,5,3,4,3,4,3,3,3,1,2.75,3.25,3.466666667,6,3
1439,NA,NA,2,0,6,NA,NA,4,0,3,3,4,3,3,5,5,3,3,4,4,4,4,4,0,4,4,4,4,4,4,4,3,5,1,3.25,4,3.733333333,3,3
1440,NA,NA,2,0,2,NA,NA,2,0,1,4,4,4,4,5,5,5,5,5,3,5,5,4,5,5,4,0,3,3,4,4,4,4,2,4,4,4.133333333,3,5
1441,NA,NA,NA,1,0,NA,NA,NA,0,1,5,5,5,5,5,5,5,5,4,5,4,4,5,4,4,3,4,4,4,3,3,4,3,2,5,3.25,4.333333333,3,3
1442,NA,NA,NA,1,1,NA,NA,NA,1,1,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,1,4.5,4.25,4.066666667,2,NA
1443,4,3,4,4,3,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,3
1444,NA,0,0,1,1,NA,NA,NA,4,NA,5,3,3,2,5,5,4,4,4,4,4,5,5,5,5,0,4,3,4,3,3,3,3,1,3.25,3,4.066666667,6,NA
1445,NA,1,0,0,0,NA,2,0,0,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,2,3.75,2.75,4,3,NA
1446,NA,NA,3,4,1,NA,NA,2,2,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,1,4,4.75,4.933333333,3,4
1447,NA,NA,NA,3,2,NA,NA,NA,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,0,5,3,5,5,5,5,5,1,3,5,4.533333333,3,3
1448,NA,NA,2,4,3,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA
1449,NA,NA,1,2,0,NA,NA,1,3,0,4,2,4,4,5,5,4,5,4,5,5,4,4,4,4,5,4,4,4,5,4,4,4,2,3.5,4.25,4.4,5,4
1450,NA,NA,NA,4,3,NA,NA,NA,3,4,5,5,5,5,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,3,3,2,2,1,5,2.5,4.2,5,3
1451,NA,NA,NA,NA,2,NA,NA,NA,NA,3,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,3,5,5,4,5,4,5,4,2,5,4.5,4.666666667,7,NA
1452,NA,NA,NA,NA,3,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA
1453,4,0,3,3,NA,3,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA
1454,2,0,0,0,NA,4,0,2,2,NA,5,1,5,5,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,4,4.25,4.333333333,2,3
1455,NA,NA,NA,NA,0,NA,NA,NA,NA,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,3,3.75,4,4,NA
1456,NA,4,1,3,2,NA,NA,NA,2,3,5,4,5,5,5,5,4,3,2,5,4,3,4,5,5,3,4,3,2,3,3,2,3,2,4.75,2.75,3.8,3,NA
1457,NA,NA,NA,3,1,NA,NA,NA,3,1,4,3,4,2,4,4,5,4,0,0,5,0,5,0,5,4,5,1,5,3,4,3,4,1,3.25,3.5,3.133333333,3,3
1458,NA,NA,1,2,2,NA,NA,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2
1459,NA,NA,NA,2,1,NA,NA,NA,2,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,2,4,4.25,5,3,3
1460,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA
1461,NA,NA,NA,NA,0,NA,NA,NA,NA,0,4,4,3,3,5,5,5,4,5,5,5,5,5,5,0,4,5,2,0,3,4,4,4,1,3.5,3.75,4,5,5
