FAMID,cbmom_1,cbmom_2,cbmom_3,cbmom_4,cbmom_5,cbdad_1,cbdad_2,cbdad_3,cbdad_4,cbdad_5,DID31_21,DID15_21,DID27_21,DID33_21,LDS01_21,LDS02_21,LDS03_21,LDS04_21,LDS05_21,LDS06_21,LDS07_21,LDS08_21,LDS09_21,LDS10_21,LDS11_21,LDS12_21,LDS13_21,LDS14_21,LDS15_21,PSS01R_21,PSS02_21,PSS03_21,PSS04R_21,SEX2,purpose_21,stress_21,lifesat_21,MEDUC2,MPEDUC2
1621,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3
1622,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,4,2,5,3,3,4,4,4,4,2,2,5,5,5,5,1,NA,5,3.8,NA,NA
1623,NA,NA,NA,NA,2,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,5,5,5,5,4,3,4,3,2,5,3.5,4.733333333,7,7
1624,NA,NA,NA,NA,3,NA,NA,NA,NA,3,4,4,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,2,4,4,4.733333333,2,2
1625,NA,NA,NA,3,2,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA
1626,NA,NA,NA,0,0,NA,NA,NA,0,0,4,5,4,4,3,3,5,4,4,5,5,3,5,5,5,4,4,5,4,4,4,2,2,2,4.25,3,4.266666667,4,NA
1627,NA,NA,0,1,1,NA,NA,1,1,0,3,3,2,2,4,4,3,2,3,3,4,4,5,4,4,2,4,2,4,5,5,3,3,1,2.5,4,3.466666667,3,3
1628,NA,NA,NA,3,3,NA,NA,NA,3,2,5,5,5,5,5,4,5,5,5,5,5,4,4,4,5,4,5,2,4,3,4,4,4,2,5,3.75,4.4,1,3
1629,NA,NA,NA,NA,6,NA,NA,NA,5,6,3,3,3,3,3,3,2,3,3,4,2,3,3,3,2,3,4,3,3,3,5,4,2,1,3,3.5,2.933333333,NA,NA
1630,NA,1,1,3,3,NA,1,1,3,3,4,4,4,3,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,3,3,3,3,2,3.75,3,4.8,4,4
1631,NA,NA,0,3,5,NA,NA,0,1,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,3,4,5,5,3
1632,NA,NA,NA,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA
1633,NA,NA,NA,NA,2,NA,NA,NA,NA,1,5,5,4,5,5,5,4,5,4,5,5,5,4,5,5,5,5,4,4,5,5,5,4,2,4.75,4.75,4.666666667,5,6
1635,NA,NA,NA,0,2,NA,NA,NA,NA,NA,4,3,3,4,2,3,4,4,5,2,3,2,3,5,1,1,5,4,3,2,5,4,2,1,3.5,3.25,3.133333333,3,4
1638,NA,NA,NA,3,0,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,4
1639,NA,NA,0,1,2,NA,NA,0,1,2,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,4,1,3.25,4,3,2,NA
1640,NA,NA,1,0,0,NA,NA,1,0,0,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,4,5,5,5,5,2,5,5,4.733333333,6,6
1641,4,4,3,3,2,3,1,3,2,2,3,4,5,2,5,3,1,4,4,1,5,5,4,5,2,2,3,1,3,5,3,2,3,1,3.5,3.25,3.2,3,6
1642,NA,NA,NA,1,2,NA,NA,NA,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,2,5,3,5,2,3
1643,NA,1,2,0,3,NA,2,1,0,1,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,4.75,4.75,4.866666667,2,3
1644,NA,NA,NA,4,3,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA
1645,NA,5,6,2,6,NA,5,6,4,7,1,3,2,1,2,2,2,1,1,3,2,2,2,0,NA,3,2,2,3,3,4,2,3,1,1.75,3,1.928571429,2,2
1646,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3
1647,NA,NA,0,1,3,NA,NA,1,1,3,4,4,3,3,5,5,4,4,4,4,5,5,5,5,5,5,5,4,4,3,4,3,3,1,3.5,3.25,4.6,5,5
1648,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,1,2,0,2,1,1,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,2
1650,3,1,2,2,2,3,3,1,4,2,4,4,3,4,3,3,0,3,3,5,5,5,5,3,5,5,4,3,5,5,4,4,4,1,3.75,4.25,3.8,2,3
1651,NA,NA,0,3,2,NA,NA,3,3,5,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,4,3,3,1,4,3.25,4.933333333,3,5
1652,NA,NA,0,1,1,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3
1653,NA,NA,NA,NA,3,NA,NA,NA,NA,2,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,2,2.5,3.75,NA,1,1
1654,NA,2,0,0,2,NA,2,0,0,4,4,4,3,4,5,4,4,0,5,4,4,5,5,5,4,3,4,2,5,3,4,3,4,2,3.75,3.5,3.933333333,4,3
1655,NA,NA,1,1,1,NA,NA,1,1,1,4,5,4,4,5,5,4,4,2,4,4,5,2,5,5,1,4,2,2,3,3,3,2,1,4.25,2.75,3.6,3,2
1656,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2
1657,3,3,3,0,7,3,4,3,1,7,5,4,4,3,5,0,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,1,4,4.75,4.533333333,2,NA
1658,0,0,NA,2,NA,4,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,4
1659,1,1,0,0,0,1,1,0,0,0,4,4,3,3,5,5,5,5,3,5,5,5,5,5,5,4,4,4,4,5,5,4,5,1,3.5,4.75,4.6,3,NA
1660,0,3,3,3,3,0,0,2,3,1,3,3,3,2,5,5,0,3,3,4,3,4,3,4,3,2,3,2,3,5,3,3,3,1,2.75,3.5,3.133333333,2,2
1661,3,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA
1662,NA,0,1,1,0,NA,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA
1663,NA,1,3,7,7,NA,1,2,1,0,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,2,4,1,3.75,3.75,3,NA,NA
1665,NA,NA,4,1,3,NA,NA,3,1,3,5,1,5,5,2,2,1,1,4,1,3,1,3,5,5,4,3,1,2,5,3,2,2,1,4,3,2.533333333,3,NA
1666,NA,NA,NA,2,0,NA,NA,NA,2,0,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,4,4,5,3,NA
1667,NA,NA,NA,0,1,NA,NA,NA,0,1,4,5,4,3,5,5,5,5,4,5,5,5,4,5,5,3,5,5,4,4,5,4,4,2,4,4.25,4.666666667,3,NA
1668,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4.266666667,NA,NA
1669,3,1,2,1,2,3,1,2,1,2,4,4,4,4,3,3,4,4,3,2,3,4,4,4,3,2,4,3,3,3,5,3,3,2,4,3.5,3.266666667,3,3
1670,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1671,NA,3,1,1,1,NA,0,1,0,2,4,5,4,3,2,3,4,3,5,4,3,4,3,4,5,2,3,1,3,3,3,2,4,1,4,3,3.266666667,3,6
1672,NA,NA,NA,NA,3,NA,NA,NA,NA,3,2,3,2,3,3,2,1,2,4,3,3,4,3,1,5,3,3,1,3,2,2,3,3,2,2.5,2.5,2.733333333,2,NA
1673,NA,NA,NA,NA,NA,3,3,6,6,NA,4,4,4,4,4,4,4,4,5,3,3,3,5,5,5,5,2,2,4,4,4,3,3,1,4,3.5,3.866666667,NA,NA
1674,NA,1,3,4,1,NA,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,3
1675,2,0,1,1,1,2,NA,0,2,0,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,4,3,4,5,1,3,4,2.866666667,4,NA
1676,NA,0,2,4,2,NA,0,NA,4,2,4,NA,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,5,1,NA,3,3,3,NA
1677,NA,NA,3,1,2,NA,NA,3,0,2,4,3,2,2,5,5,4,5,5,5,5,4,4,4,3,5,5,3,4,4,4,4,3,2,2.75,3.75,4.4,5,4
1678,NA,0,0,2,0,NA,0,0,2,0,4,4,4,4,5,5,3,4,4,5,4,5,5,5,4,4,4,1,2,4,5,3,5,1,4,4.25,4,4,5
1679,NA,0,0,1,2,NA,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3
1680,NA,0,0,1,2,NA,0,1,1,2,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,2,3.25,3,3.8,3,NA
1681,NA,4,3,3,2,NA,5,NA,3,2,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,3.5,3.75,3.8,3,NA
1683,NA,NA,NA,NA,3,NA,NA,NA,NA,1,4,4,4,3,5,5,4,5,5,4,4,5,4,5,5,5,5,3,5,4,4,4,5,1,3.75,4.25,4.6,7,7
1684,0,0,1,2,3,0,0,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,1
1685,1,NA,1,NA,NA,1,1,1,NA,NA,4,3,3,3,5,5,5,4,2,1,4,5,3,3,5,3,2,2,2,4,4,2,3,1,3.25,3.25,3.4,NA,NA
1687,NA,NA,2,3,6,NA,NA,NA,3,3,1,4,1,1,2,2,1,1,1,1,1,1,2,1,1,4,5,1,3,2,3,2,1,2,1.75,2,1.8,4,NA
1689,NA,0,1,6,3,NA,0,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1
1690,NA,NA,4,3,1,NA,NA,NA,6,6,2,4,2,2,3,3,3,3,2,2,2,3,4,3,2,2,2,2,2,3,2,2,2,2,2.5,2.25,2.533333333,1,NA
1691,NA,NA,NA,NA,0,NA,NA,NA,NA,1,4,5,3,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,4,4,4,4,2,4,4,4.8,6,7
1692,NA,NA,0,2,NA,NA,NA,1,NA,NA,4,3,3,2,4,2,2,3,2,2,3,2,4,2,3,2,4,3,2,3,4,3,3,NA,3,3.25,2.666666667,NA,NA
1693,1,0,1,3,2,1,0,1,3,2,5,4,4,4,5,5,4,5,2,4,4,5,5,5,5,5,4,5,3,4,5,4,3,2,4.25,4,4.4,7,6
1694,1,1,2,0,0,3,1,3,1,0,3,4,3,3,5,5,4,3,4,4,4,3,3,5,5,4,5,3,4,5,1,5,5,2,3.25,4,4.066666667,2,3
1695,1,1,0,2,2,0,0,0,2,2,4,4,3,3,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,2,3.5,4.25,4.733333333,4,4
1696,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,3
1697,NA,NA,NA,NA,4,NA,NA,NA,NA,2,4,3,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,1,4,5,2,4,5,1,3.25,4,4.6,4,3
1698,NA,NA,0,2,2,NA,NA,0,1,2,4,2,4,3,3,3,5,5,4,4,5,4,5,4,5,2,4,4,4,5,4,4,3,2,3.25,4,4.066666667,4,3
1699,NA,NA,NA,1,2,NA,NA,NA,1,2,4,3,4,3,5,5,5,5,2,5,5,5,5,5,5,5,5,5,4,1,5,4,4,2,3.5,3.5,4.733333333,4,3
1700,NA,NA,NA,0,0,NA,NA,NA,1,3,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,2,3,4,3,3,1,4,3.25,3.6,4,3
1701,3,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1702,NA,NA,3,3,2,NA,NA,NA,NA,3,3,4,3,3,4,5,5,4,4,4,5,5,5,4,5,5,4,3,3,4,5,4,5,1,3.25,4.5,4.333333333,3,NA
1703,NA,NA,NA,NA,2,NA,NA,NA,NA,2,5,5,5,4,5,5,3,5,5,0,0,5,5,0,5,4,5,2,2,4,4,5,3,1,4.75,4,3.4,NA,NA
1704,1,0,1,0,2,1,0,3,0,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,3.75,3.933333333,2,3
1706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,4,4,4,2,3,4,4,4,4,5,5,4,4,4,4,4,3,5,NA,4,4,4,2,NA
1707,NA,0,1,2,2,NA,0,1,2,2,5,4,4,5,5,5,4,4,4,4,5,5,5,3,5,4,4,0,4,4,4,4,4,1,4.5,4,4.066666667,3,7
1708,1,3,0,3,2,6,5,1,3,2,5,4,3,2,5,5,5,2,2,5,4,3,4,5,3,4,3,2,2,2,2,2,1,2,3.5,1.75,3.6,2,NA
1709,NA,NA,NA,0,2,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1710,NA,NA,2,3,6,NA,NA,0,3,4,3,3,3,3,5,5,2,4,5,2,4,4,4,5,5,4,4,2,3,5,3,3,5,2,3,4,3.866666667,4,1
1712,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,3,3,3,4,5,4,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,2,3,5,4.666666667,2,1
1714,NA,NA,2,0,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
1715,NA,1,0,0,0,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,3
1720,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,3
1721,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,3
1722,NA,NA,0,2,1,NA,NA,0,2,2,4,3,4,3,5,5,5,5,3,3,3,3,4,3,4,2,4,3,4,4,4,4,3,2,3.5,3.75,3.733333333,5,1
1724,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1727,NA,NA,NA,0,2,NA,NA,NA,NA,2,3,4,4,3,4,5,4,4,4,2,4,4,5,5,4,0,4,3,3,4,4,3,4,1,3.5,3.75,3.666666667,3,NA
1729,NA,1,0,1,2,NA,1,NA,1,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,4,4,1,1,5,2,3,3,1,3,3.25,2.666666667,4,NA
1732,NA,NA,0,0,0,NA,NA,0,0,0,4,4,4,3,5,5,5,5,3,5,5,5,4,3,5,4,5,5,4,4,5,5,4,2,3.75,4.5,4.533333333,3,3
1736,NA,2,2,4,3,NA,0,0,4,3,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,4.5,4.8,3,3
1742,1,1,0,1,0,0,0,0,1,0,5,4,4,5,4,4,5,5,3,5,4,5,4,4,5,5,4,3,3,4,4,4,4,2,4.5,4,4.2,6,6
1745,NA,NA,NA,NA,2,NA,NA,NA,NA,2,4,3,2,3,5,5,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,1,3,5,4.733333333,3,NA
1748,NA,2,1,3,1,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,3
1753,2,1,NA,1,2,2,1,NA,1,1,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,4.5,4,5,3,6
1764,NA,0,3,1,2,NA,2,4,2,3,5,5,5,5,3,3,0,3,4,1,4,3,5,5,4,3,4,1,3,3,4,3,4,2,5,3.5,3.066666667,3,NA
1766,NA,1,1,4,3,NA,2,2,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,2,4.75,4.25,5,5,3
1769,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,4.25,4.75,5,3,NA
1770,2,1,0,1,1,1,NA,2,2,NA,4,3,4,3,5,5,2,3,3,3,3,3,4,3,3,2,2,2,2,3,3,4,2,1,3.5,3,3,3,NA
1772,NA,NA,NA,3,1,NA,NA,NA,0,0,3,3,3,2,4,4,4,3,4,4,4,0,5,3,5,4,4,5,4,4,3,4,4,2,2.75,3.75,3.8,3,5
1774,NA,2,1,1,0,NA,2,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,5,5,4.933333333,3,3
1775,NA,NA,NA,2,0,NA,NA,NA,3,0,4,4,4,4,5,5,4,4,3,4,4,5,4,5,4,5,5,2,3,3,4,3,3,2,4,3.25,4.133333333,6,6
1777,NA,NA,NA,4,5,NA,NA,NA,4,2,5,3,5,3,4,4,2,5,4,3,5,2,5,3,3,3,2,4,3,4,5,3,3,1,4,3.75,3.466666667,2,2
1779,NA,NA,0,3,3,NA,NA,1,3,4,4,3,4,4,5,5,4,4,4,4,4,4,4,4,5,3,4,5,4,5,4,3,3,2,3.75,3.75,4.2,2,2
1781,NA,NA,1,0,0,NA,NA,1,1,0,4,4,4,4,5,5,4,3,4,3,4,3,4,5,4,3,5,4,2,5,5,4,4,2,4,4.5,3.866666667,3,NA
1782,NA,NA,NA,NA,3,NA,NA,NA,NA,0,5,4,5,5,5,5,4,5,4,4,5,5,4,5,5,5,5,4,4,4,5,5,4,2,4.75,4.5,4.6,2,3
1784,1,0,0,0,2,0,0,0,0,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4.75,5,5,7,7
1785,1,1,0,1,2,1,0,2,3,2,5,5,5,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,5,1,3,5,2,5,3.5,2.933333333,NA,NA
1788,NA,NA,NA,0,0,NA,NA,NA,2,0,4,4,3,4,5,3,2,3,1,2,2,1,4,2,4,1,2,3,4,4,4,4,3,1,3.75,3.75,2.6,6,7
1789,NA,NA,NA,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
1790,NA,NA,NA,2,3,NA,NA,NA,2,2,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,4.5,2.75,4.666666667,3,3
1791,NA,NA,2,2,1,NA,NA,4,6,1,5,5,4,3,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,2,4.25,4.75,4.866666667,3,3
1792,NA,3,1,1,3,NA,2,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,5,4,3,4,4,2,4,3.75,4.8,3,4
1798,NA,NA,NA,2,4,NA,NA,NA,2,1,5,3,5,4,4,4,2,5,3,4,3,5,5,5,5,5,5,2,4,2,4,3,2,1,4.25,2.75,4.066666667,1,1
1799,NA,NA,NA,3,1,NA,NA,NA,3,1,4,4,4,4,5,5,3,3,4,5,5,5,5,5,5,5,5,5,5,4,NA,4,4,1,4,NA,4.666666667,1,2
1803,1,0,NA,1,0,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,NA
1804,NA,NA,0,2,3,NA,NA,NA,2,3,4,4,4,4,1,1,5,5,4,5,4,1,4,4,4,4,2,2,4,3,4,4,3,2,4,3.5,3.333333333,3,NA
1806,2,2,0,2,0,2,4,1,2,0,4,4,4,4,4,4,4,4,2,4,3,0,4,3,4,4,3,4,2,4,3,2,2,2,4,2.75,3.266666667,3,3
1807,NA,NA,1,2,3,NA,NA,1,0,3,5,4,5,5,5,5,4,4,3,5,5,5,5,5,5,5,4,4,2,5,1,4,3,2,4.75,3.25,4.4,2,3
1809,NA,0,2,3,3,NA,0,2,1,2,4,4,4,3,5,5,5,4,3,3,3,2,2,5,3,5,4,3,3,2,2,3,3,2,3.75,2.5,3.666666667,5,2
1813,NA,NA,1,1,0,NA,NA,4,4,2,5,5,5,5,5,5,4,4,4,5,5,4,4,5,5,5,5,5,3,4,4,3,3,2,5,3.5,4.533333333,1,NA
1814,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,2
1817,NA,3,3,1,1,NA,NA,NA,NA,NA,4,4,4,3,5,5,4,4,3,2,4,4,5,5,4,4,4,2,3,4,4,3,3,1,3.75,3.5,3.866666667,4,NA
1818,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1820,NA,NA,2,1,1,NA,NA,2,1,1,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,2,4,4,3,4,3,4,2,4,3.5,4.066666667,5,6
1822,NA,NA,1,2,1,NA,NA,1,2,2,5,4,4,4,5,5,3,4,5,5,4,5,5,5,4,5,4,0,4,3,4,5,3,1,4.25,3.75,4.2,3,5
1823,NA,0,0,0,0,NA,0,0,0,0,5,4,4,5,5,5,5,5,3,5,5,5,5,5,4,5,5,4,3,1,5,4,4,1,4.5,3.5,4.6,3,6
1826,NA,NA,NA,2,1,NA,NA,NA,2,1,4,4,3,4,5,5,3,5,5,5,5,4,5,5,5,5,5,4,5,5,4,4,5,2,3.75,4.5,4.733333333,2,3
1827,NA,NA,NA,0,0,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA
1829,NA,1,1,0,0,NA,0,0,0,0,4,2,4,4,5,5,5,4,5,5,4,4,4,4,4,5,4,4,4,5,4,4,4,2,3.5,4.25,4.4,2,3
1831,NA,1,0,1,1,NA,3,0,1,1,4,5,3,3,4,5,3,4,4,1,3,2,5,4,4,1,3,1,2,2,4,3,1,1,3.75,2.5,3.066666667,4,2
1836,NA,NA,NA,0,2,NA,NA,NA,0,3,5,5,5,5,5,5,4,4,1,5,5,5,4,5,5,0,3,3,0,5,4,4,5,2,5,4.5,3.6,3,3
1839,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,1,NA,4.75,4.933333333,2,NA
1840,NA,1,1,1,0,NA,1,0,1,0,4,4,4,2,5,5,2,4,5,5,4,5,5,5,5,5,5,2,5,3,4,3,2,2,3.5,3,4.466666667,2,NA
1841,NA,1,1,0,0,NA,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,2,5,4.25,4.866666667,6,7
1842,2,6,4,3,4,2,5,4,3,NA,3,3,3,3,4,4,3,2,5,4,4,0,3,2,2,3,3,1,3,5,3,3,5,1,3,4,2.866666667,3,3
1843,NA,NA,3,3,2,NA,NA,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,4,5,5,5,5,2,5,5,4.666666667,NA,NA
1844,NA,NA,0,0,0,NA,NA,0,0,0,4,4,3,4,5,5,4,4,5,5,4,2,5,2,5,4,4,4,5,3,4,4,3,1,3.75,3.5,4.2,6,7
1847,NA,0,1,3,1,NA,2,2,4,3,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,2,3.25,4,4.933333333,2,NA
1848,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,4,5,5,5,5,5,3,2,4,5,4,4,4,4,3,4,4,2,2,3,3,2,2,4.75,2.5,3.866666667,3,NA
